42	9	2012-12-09.09:00:02	4	136	1
18	3	2012-12-09.09:00:12	3	118	1
0	0	2012-12-09.09:00:21	3	118	1
3	0	2012-12-09.09:00:30	2	118	1
0	0	2012-12-09.09:00:39	2	118	1
0	0	2012-12-09.09:00:48	2	116	1
3	3	2012-12-09.09:00:56	1	116	1
42	15	2012-12-09.09:01:05	1	132	1
0	0	2012-12-09.09:01:14	1	118	1
6	3	2012-12-09.09:01:23	1	118	1
6	3	2012-12-09.09:01:32	1	118	1
3	0	2012-12-09.09:01:41	0	118	1
3	0	2012-12-09.09:01:51	0	116	1
0	0	2012-12-09.09:02:00	0	116	1
33	12	2012-12-09.09:02:09	0	118	1
0	0	2012-12-09.09:02:18	0	118	1
0	0	2012-12-09.09:02:26	0	118	1
0	0	2012-12-09.09:02:35	0	118	1
3	3	2012-12-09.09:02:44	0	118	1
0	0	2012-12-09.09:02:52	16	116	1
30	6	2012-12-09.09:03:01	13	129	1
18	3	2012-12-09.09:03:11	11	118	1
3	0	2012-12-09.09:03:20	10	118	1
0	0	2012-12-09.09:03:28	9	118	1
3	0	2012-12-09.09:03:38	7	118	1
3	0	2012-12-09.09:03:47	6	116	1
0	0	2012-12-09.09:03:56	5	116	1
45	15	2012-12-09.09:04:05	5	130	1
0	0	2012-12-09.09:04:13	4	118	1
6	3	2012-12-09.09:04:23	3	118	1
3	0	2012-12-09.09:04:31	3	118	1
0	0	2012-12-09.09:04:40	2	118	1
6	3	2012-12-09.09:04:50	9	116	1
3	0	2012-12-09.09:04:59	8	116	1
33	9	2012-12-09.09:05:09	7	118	1
3	0	2012-12-09.09:05:18	6	118	1
0	0	2012-12-09.09:05:27	5	118	1
0	0	2012-12-09.09:05:35	4	118	1
3	0	2012-12-09.09:05:44	4	118	1
6	3	2012-12-09.09:05:52	3	116	1
12	3	2012-12-09.09:06:01	2	128	1
84	6	2012-12-09.09:06:10	2	118	1
0	0	2012-12-09.09:06:19	2	118	1
0	0	2012-12-09.09:06:28	2	118	1
3	0	2012-12-09.09:06:38	1	118	1
0	0	2012-12-09.09:06:46	1	116	1
0	0	2012-12-09.09:06:55	1	116	1
42	12	2012-12-09.09:07:04	1	130	1
0	0	2012-12-09.09:07:12	1	118	1
0	0	2012-12-09.09:07:21	0	118	1
6	3	2012-12-09.09:07:30	0	118	1
0	0	2012-12-09.09:07:39	0	118	1
6	3	2012-12-09.09:07:48	0	116	1
0	0	2012-12-09.09:07:57	0	116	1
42	15	2012-12-09.09:08:06	0	128	1
0	0	2012-12-09.09:08:15	0	118	1
0	0	2012-12-09.09:08:23	0	118	1
0	0	2012-12-09.09:08:32	0	118	1
0	0	2012-12-09.09:08:41	0	118	1
3	0	2012-12-09.09:08:50	0	116	1
6	3	2012-12-09.09:08:59	0	116	1
24	12	2012-12-09.09:09:07	0	120	1
0	0	2012-12-09.09:09:15	0	118	1
0	0	2012-12-09.09:09:24	0	118	1
0	0	2012-12-09.09:09:33	0	118	1
0	0	2012-12-09.09:09:42	0	118	1
0	0	2012-12-09.09:09:52	0	116	1
39	6	2012-12-09.09:10:02	0	135	1
24	6	2012-12-09.09:10:10	0	118	1
3	0	2012-12-09.09:10:19	0	118	1
0	0	2012-12-09.09:10:27	8	118	1
0	0	2012-12-09.09:10:36	7	118	1
0	0	2012-12-09.09:10:45	6	118	1
0	0	2012-12-09.09:10:54	5	116	1
36	9	2012-12-09.09:11:04	4	127	1
3	0	2012-12-09.09:11:13	4	118	1
0	0	2012-12-09.09:11:21	3	118	1
3	3	2012-12-09.09:11:30	3	118	1
6	3	2012-12-09.09:11:39	2	118	1
3	3	2012-12-09.09:11:48	2	116	1
3	0	2012-12-09.09:11:57	2	116	1
27	12	2012-12-09.09:12:06	1	132	1
3	0	2012-12-09.09:12:15	1	118	1
3	0	2012-12-09.09:12:24	1	118	1
0	0	2012-12-09.09:12:33	1	118	1
0	0	2012-12-09.09:12:42	1	118	1
0	0	2012-12-09.09:12:51	0	116	1
0	0	2012-12-09.09:13:00	0	116	1
33	12	2012-12-09.09:13:09	0	118	1
3	0	2012-12-09.09:13:18	0	118	1
3	0	2012-12-09.09:13:27	0	118	1
6	3	2012-12-09.09:13:36	0	118	1
0	0	2012-12-09.09:13:45	0	118	1
0	0	2012-12-09.09:13:54	0	116	1
30	9	2012-12-09.09:14:03	0	128	1
3	0	2012-12-09.09:14:12	0	118	1
0	0	2012-12-09.09:14:21	0	118	1
3	0	2012-12-09.09:14:30	0	118	1
0	0	2012-12-09.09:14:38	0	118	1
0	0	2012-12-09.09:14:46	0	116	1
3	0	2012-12-09.09:14:54	0	116	1
78	9	2012-12-09.09:15:03	0	136	1
0	0	2012-12-09.09:15:12	0	118	1
0	0	2012-12-09.09:15:21	0	118	1
0	0	2012-12-09.09:15:30	0	118	1
3	0	2012-12-09.09:15:39	0	118	1
3	0	2012-12-09.09:15:48	22	116	1
0	0	2012-12-09.09:15:56	19	116	1
42	15	2012-12-09.09:16:05	17	128	1
3	0	2012-12-09.09:16:15	14	118	1
3	3	2012-12-09.09:16:23	12	118	1
6	3	2012-12-09.09:16:33	10	118	1
3	0	2012-12-09.09:16:43	9	118	1
0	0	2012-12-09.09:16:52	7	116	1
0	0	2012-12-09.09:17:01	6	116	1
18	3	2012-12-09.09:17:11	6	118	1
0	0	2012-12-09.09:17:19	5	118	1
0	0	2012-12-09.09:17:27	4	118	1
0	0	2012-12-09.09:17:36	3	118	1
0	0	2012-12-09.09:17:45	3	116	1
0	0	2012-12-09.09:17:54	2	116	1
33	9	2012-12-09.09:18:03	2	130	1
3	0	2012-12-09.09:18:12	2	118	1
0	0	2012-12-09.09:18:21	1	118	1
0	0	2012-12-09.09:18:30	1	118	1
3	0	2012-12-09.09:18:39	1	118	1
3	0	2012-12-09.09:18:49	1	116	1
3	0	2012-12-09.09:18:57	1	116	1
24	12	2012-12-09.09:19:06	0	130	1
3	0	2012-12-09.09:19:16	0	118	1
3	0	2012-12-09.09:19:25	0	118	1
0	0	2012-12-09.09:19:34	0	118	1
0	0	2012-12-09.09:19:44	0	118	1
6	3	2012-12-09.09:19:52	0	116	1
3	0	2012-12-09.09:20:01	0	116	1
27	9	2012-12-09.09:20:10	32	118	1
6	3	2012-12-09.09:20:19	27	118	1
0	0	2012-12-09.09:20:28	23	118	1
0	0	2012-12-09.09:20:36	19	118	1
3	0	2012-12-09.09:20:46	16	116	1
3	0	2012-12-09.09:20:54	15	116	1
39	12	2012-12-09.09:21:03	13	129	1
3	0	2012-12-09.09:21:12	11	118	1
3	0	2012-12-09.09:21:21	9	118	1
0	0	2012-12-09.09:21:30	8	118	1
0	0	2012-12-09.09:21:40	7	118	1
3	0	2012-12-09.09:21:48	6	116	1
3	0	2012-12-09.09:21:56	5	116	1
48	15	2012-12-09.09:22:05	4	129	1
0	0	2012-12-09.09:22:13	4	118	1
6	3	2012-12-09.09:22:22	3	118	1
0	0	2012-12-09.09:22:31	3	118	1
0	0	2012-12-09.09:22:40	2	118	1
3	0	2012-12-09.09:22:49	9	116	1
0	0	2012-12-09.09:22:58	8	116	1
21	12	2012-12-09.09:23:06	7	130	1
6	3	2012-12-09.09:23:16	6	118	1
3	0	2012-12-09.09:23:25	5	118	1
0	0	2012-12-09.09:23:34	4	118	1
0	0	2012-12-09.09:23:43	4	118	1
0	0	2012-12-09.09:23:52	3	116	1
0	0	2012-12-09.09:24:01	2	116	1
24	6	2012-12-09.09:24:10	2	118	1
0	0	2012-12-09.09:24:19	2	118	1
0	0	2012-12-09.09:24:28	2	118	1
0	0	2012-12-09.09:24:36	1	118	1
0	0	2012-12-09.09:24:45	1	118	1
3	0	2012-12-09.09:24:54	1	116	1
117	15	2012-12-09.09:25:03	1	135	1
3	0	2012-12-09.09:25:13	1	118	1
0	0	2012-12-09.09:25:21	0	118	1
0	0	2012-12-09.09:25:29	0	118	1
3	3	2012-12-09.09:25:38	0	118	1
6	3	2012-12-09.09:25:48	15	116	1
3	0	2012-12-09.09:25:57	13	116	1
42	15	2012-12-09.09:26:06	11	130	1
6	3	2012-12-09.09:26:15	10	118	1
3	0	2012-12-09.09:26:24	8	118	1
6	3	2012-12-09.09:26:32	7	118	1
6	3	2012-12-09.09:26:41	6	118	1
6	3	2012-12-09.09:26:49	5	116	1
3	0	2012-12-09.09:26:58	4	116	1
21	12	2012-12-09.09:27:06	4	126	1
3	0	2012-12-09.09:27:15	3	118	1
6	3	2012-12-09.09:27:24	3	118	1
6	3	2012-12-09.09:27:33	2	118	1
0	0	2012-12-09.09:27:42	2	118	1
0	0	2012-12-09.09:27:51	2	116	1
3	0	2012-12-09.09:28:00	1	116	1
33	9	2012-12-09.09:28:08	1	118	1
3	0	2012-12-09.09:28:17	1	118	1
0	0	2012-12-09.09:28:26	1	118	1
0	0	2012-12-09.09:28:35	1	118	1
0	0	2012-12-09.09:28:44	0	118	1
3	0	2012-12-09.09:28:53	0	116	1
27	6	2012-12-09.09:29:02	0	127	1
24	6	2012-12-09.09:29:11	0	118	1
3	0	2012-12-09.09:29:19	0	118	1
3	0	2012-12-09.09:29:27	0	118	1
3	0	2012-12-09.09:29:35	0	118	1
0	0	2012-12-09.09:29:44	0	118	1
0	0	2012-12-09.09:29:53	0	116	1
9	3	2012-12-09.09:30:02	0	135	1
18	3	2012-12-09.09:30:12	0	118	1
3	0	2012-12-09.09:30:21	0	118	1
0	0	2012-12-09.09:30:30	0	118	1
0	0	2012-12-09.09:30:39	0	118	1
0	0	2012-12-09.09:30:47	0	116	1
6	3	2012-12-09.09:30:56	0	116	1
24	12	2012-12-09.09:31:06	0	130	1
0	0	2012-12-09.09:31:15	0	118	1
0	0	2012-12-09.09:31:24	0	118	1
0	0	2012-12-09.09:31:33	0	118	1
3	0	2012-12-09.09:31:42	29	118	1
3	0	2012-12-09.09:31:51	25	116	1
0	0	2012-12-09.09:32:00	23	116	1
33	12	2012-12-09.09:32:09	19	118	1
0	0	2012-12-09.09:32:17	16	118	1
0	0	2012-12-09.09:32:27	14	118	1
3	3	2012-12-09.09:32:36	12	118	1
0	0	2012-12-09.09:32:45	11	118	1
0	0	2012-12-09.09:32:53	9	116	1
33	9	2012-12-09.09:33:03	8	129	1
18	3	2012-12-09.09:33:12	21	118	1
0	0	2012-12-09.09:33:22	18	118	1
3	0	2012-12-09.09:33:31	16	118	1
3	0	2012-12-09.09:33:39	14	118	1
0	0	2012-12-09.09:33:47	12	116	1
3	0	2012-12-09.09:33:57	10	116	1
24	12	2012-12-09.09:34:06	8	130	1
6	3	2012-12-09.09:34:15	8	118	1
3	3	2012-12-09.09:34:24	6	118	1
6	3	2012-12-09.09:34:33	5	118	1
3	0	2012-12-09.09:34:41	4	118	1
3	0	2012-12-09.09:34:50	4	116	1
3	3	2012-12-09.09:34:59	3	116	1
51	12	2012-12-09.09:35:09	3	118	1
6	3	2012-12-09.09:35:18	2	118	1
0	0	2012-12-09.09:35:26	2	118	1
6	3	2012-12-09.09:35:35	2	118	1
3	3	2012-12-09.09:35:45	1	118	1
3	0	2012-12-09.09:35:54	1	116	1
36	9	2012-12-09.09:36:02	1	129	1
0	0	2012-12-09.09:36:11	1	118	1
3	0	2012-12-09.09:36:21	1	118	1
3	0	2012-12-09.09:36:30	0	118	1
0	0	2012-12-09.09:36:39	0	118	1
0	0	2012-12-09.09:36:48	0	116	1
3	0	2012-12-09.09:36:56	0	116	1
39	12	2012-12-09.09:37:05	0	131	1
3	0	2012-12-09.09:37:14	0	118	1
3	0	2012-12-09.09:37:22	0	118	1
0	0	2012-12-09.09:37:30	0	118	1
0	0	2012-12-09.09:37:39	0	118	1
3	0	2012-12-09.09:37:48	0	116	1
3	0	2012-12-09.09:37:57	0	116	1
21	12	2012-12-09.09:38:07	0	128	1
3	0	2012-12-09.09:38:16	0	118	1
0	0	2012-12-09.09:38:24	0	118	1
0	0	2012-12-09.09:38:33	0	118	1
3	0	2012-12-09.09:38:42	0	118	1
3	0	2012-12-09.09:38:51	0	116	1
3	0	2012-12-09.09:39:00	0	116	1
30	9	2012-12-09.09:39:09	0	118	1
6	3	2012-12-09.09:39:18	0	118	1
3	0	2012-12-09.09:39:27	0	118	1
3	0	2012-12-09.09:39:36	0	118	1
3	0	2012-12-09.09:39:45	0	118	1
0	0	2012-12-09.09:39:53	0	116	1
57	9	2012-12-09.09:40:02	0	136	1
6	3	2012-12-09.09:40:11	0	118	1
0	0	2012-12-09.09:40:20	0	118	1
0	0	2012-12-09.09:40:29	0	118	1
3	0	2012-12-09.09:40:39	0	118	1
0	0	2012-12-09.09:40:48	0	116	1
3	0	2012-12-09.09:40:58	0	116	1
33	15	2012-12-09.09:41:06	8	128	1
0	0	2012-12-09.09:41:15	7	118	1
0	0	2012-12-09.09:41:24	6	118	1
0	0	2012-12-09.09:41:33	5	118	1
0	0	2012-12-09.09:41:42	4	118	1
0	0	2012-12-09.09:41:50	4	116	1
3	0	2012-12-09.09:42:00	3	116	1
27	9	2012-12-09.09:42:09	3	118	1
6	3	2012-12-09.09:42:18	2	118	1
6	3	2012-12-09.09:42:27	2	118	1
6	3	2012-12-09.09:42:36	2	118	1
3	0	2012-12-09.09:42:44	1	118	1
3	3	2012-12-09.09:42:53	1	116	1
36	9	2012-12-09.09:43:02	1	130	1
9	3	2012-12-09.09:43:12	1	118	1
0	0	2012-12-09.09:43:20	1	118	1
0	0	2012-12-09.09:43:29	0	118	1
0	0	2012-12-09.09:43:38	0	118	1
3	0	2012-12-09.09:43:47	0	116	1
3	0	2012-12-09.09:43:55	8	116	1
36	12	2012-12-09.09:44:04	7	125	1
0	0	2012-12-09.09:44:13	6	118	1
0	0	2012-12-09.09:44:22	12	118	1
3	0	2012-12-09.09:44:31	10	118	1
